"","spends.totexp","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67"
"7","140","20.9593052037576","35.5197964985949","30.5184093030839","35.6746160601949","32.8952799617778","36.1279213462743","22.2833373327795","25.173656040995","79.7766574291114","33.3216041557302","18.8486235604593","37.1734165412546","31.5735403811036","36.1305322929892","35.4149861053347","33.4561737606096","21.2994058160809","28.6805365335178","78.8932472589538","32.1366578056395","18.4158081718707","38.1684900242858","29.3731638044451","34.6061646749623","35.64523654099","32.8421518232055","21.1198166144011","27.1360887043138","77.5692755377364","33.3840054831716","18.7687861839414","37.9660634631522","29.6092984851349","35.7644743321842","36.3268102614605","33.8580276366698","19.3480555661126","26.9866211189375","78.9181334185022","31.8351001080626","18.8238101958482","36.2636727204412","29.4243372335762","36.3328073388584","34.1289318176717","36.3445300873591","20.5068510779424","28.2621656982312","79.0436427942985","33.3769398731659","19.3852896005446","37.3339645185309","26.2404950862355","33.5758849478309","36.619547494199","35.6896005452029","21.8573671612086","27.2627289237286","80.0923820711861","31.8836731737568","20.0798178087558","37.3234625316326","29.7832295370176","36.7985480968284","35.3167744941647","34.3084643182329","23.1327765255728"
"8","50","35.0467354643767","20.2552470517084","37.0184629602919","30.3940762636178","34.2689907552535","34.9438171507441","32.9961238217433","21.6298048143468","26.7036380552377","79.6675817858479","32.5425834269301","20.0259849072899","36.9318642605688","31.6247550471886","35.9863611013919","32.8793222052362","33.1862649886579","20.4269655758994","24.3860187221951","79.5878554862255","32.37491136167","20.0425858673061","36.8430355835527","28.1808723737896","36.2167503764102","34.553719612151","34.0245621783056","20.2480750254401","26.1761243559709","77.3520928857828","32.2182787519647","17.6106997215209","36.2317998129818","30.5056525377314","36.3805228406849","33.8524131104391","33.5692100839889","22.0066781384581","26.1012015578952","77.2869747989811","32.164015753552","19.249093481878","36.0349007908438","28.6324932675666","34.9879071500669","36.4926744252838","33.810798207593","22.1154305563484","25.991837966523","80.5074877878184","32.2812247486564","19.3094437943955","36.1407330310136","30.9165518089305","36.7042888705374","34.9793400986391","32.9922536698395","20.7962322902499","25.560688065252","78.4577055095292","31.846106582147","19.4743649811067","35.9628076659942","29.0390989613567","35.8650185066297","35.3794868242926","33.894433179601"
"9","100","78.3885690228028","33.86448221617","19.5756747060295","37.8007101017967","30.1494419650757","35.4036395634572","36.2274018911337","33.805657905332","20.8453320998946","26.2442590487857","78.7087910131672","32.2497125768697","19.031550216468","36.0952473218038","30.2033267995621","34.4241614441263","36.1385300081296","34.4143247056648","21.5590358343103","27.2716841346027","77.9072740015355","31.944183908172","19.4103359827217","37.952809779232","31.0690061753389","34.4350065778936","33.4952644188769","34.8055364140842","21.9691060073876","25.8262077901674","78.0742580253903","33.5554850817138","18.064061751816","35.0009735427008","29.6116543643926","36.0705946079091","35.1494094963144","33.0017566063415","20.270062869939","25.7837587848578","78.7807086425006","32.480731149697","18.7207589156393","37.2426075050793","30.1191893205635","33.7869680039134","33.8682133696368","32.8714634549439","21.1170996503928","23.9680742312798","78.8053988166633","32.9858181299991","19.7407395875313","37.0526119576888","27.55153478636","34.3000589958064","35.7430221236787","33.4066012843389","21.1600623734771","25.894252128228","79.2741101620362","33.4333177198533","21.0839975213932","35.3509218589145","30.7807222338045","34.295610687406","33.4765638060001"
"10","90","26.3282010529291","77.413081587658","31.2491336765312","19.2461486806578","36.0758830189172","30.5212137171045","34.7127940385107","35.2083813714595","35.5591990324387","20.2755241023416","28.8084224111","78.6479180602343","33.0903324992075","19.7860468510815","38.0199976114703","29.7737360933716","36.2800802396433","36.1362390494069","33.8137180502349","22.368822127639","25.8626634626517","78.6538545703112","32.4594152612755","17.0397432997556","36.7355827632028","29.4351427525911","34.3312214883609","36.0930248612423","33.4049348551106","19.8294916859343","26.7823600300248","77.9015635263741","31.4510942219769","20.3285755930468","36.4906230512586","28.7611390458101","34.684309310103","33.4176060755049","33.1154766686075","22.3741285365628","25.6827087695926","79.7204922844248","33.3283951451954","18.4464529555353","36.7357004847609","31.3552949675774","36.1829090138444","36.2946897320616","34.9728332082721","22.6627413863699","26.0379918012249","76.7077555393021","33.8404593116655","19.9867449858153","35.321707844318","28.4742378178267","35.2179501815006","35.6292947002179","34.2692402776096","21.550887945515","26.6155604046011","76.3635594243478","31.7836148349705","18.9909846432475","35.1602834251967","30.3150546479132","34.0704590281909"
"11","100","19.6069893581834","26.6313615179416","77.722744460639","33.6811500840938","20.3061590827125","36.4734179674586","28.0292097083406","35.4880104883225","36.5021749949704","33.4320522858442","20.2672394836347","27.0529697978375","79.3141529137775","34.6979527928597","20.2782474590669","38.804931952128","30.4120113221914","34.6306808761774","35.1686460321019","32.8548295899015","20.2926789892651","25.792721208363","78.2716409859586","31.8976403770269","18.9867994640656","38.2359672390054","30.1965042191803","36.3046242472273","35.3911286988203","32.7329097013371","21.3323773025009","27.4972793089982","77.4680756203248","32.5939106940179","19.9058156352194","35.3952636478138","30.0535709437258","34.5662312693402","34.868732783515","33.305198522679","20.4388051021171","25.669129065996","78.6432047814536","32.800819152081","19.5480345999259","37.0319822019055","30.0930172033","35.3023768306189","36.7619984002644","33.7262926402994","22.2428479318603","25.1628168545993","78.5830806242657","32.7437414035869","19.1965027106142","36.7645217762226","29.6298874189616","32.4275828855936","35.7629545341504","33.232280713905","20.2556188894523","26.2641197406665","79.9185856293144","33.2745546193432","18.0902848473895","36.7214161940899","29.4482316335171"
"12","100","34.3400807003603","21.6206870204912","24.5012768071478","80.0728196924067","33.5110786257717","17.3494273250686","36.8475257556687","28.6752629422453","37.2220091254311","36.9730562107452","33.6590626105783","19.295734772242","27.8072989244606","79.7623472256605","33.494096203786","19.0218849435167","39.4482842911209","30.7469220060388","35.4138308360694","36.4047669287193","33.4192644780427","21.0269841665112","25.3997086248802","78.1556412932811","34.1374739508295","19.7066832121932","37.0761124196206","29.6665458462355","34.573786845125","34.8228318506144","33.6620085994015","19.6597377175413","26.003811426866","78.8491949980953","35.5075489497425","20.0792805764899","36.344086332109","30.6156493982331","36.6100261263272","35.7147941462383","34.3898823845917","21.2992939625345","26.8624740165457","79.3368612786166","31.008452321201","19.6838837767895","36.1886969286332","30.4566629685521","34.9619887623529","35.6466558023317","31.6546170155149","23.2031516978029","25.8096068855886","78.7263299624137","33.2488303702563","18.952401857198","35.3844867287444","29.6106690838878","35.1906842135449","34.5937429290007","34.7179543836156","21.5120319320507","26.1528831181908","79.244508927269","33.3519027826773","18.3238607259231","36.6214895502494"
"13","80","35.0131776318077","35.1958562470905","21.5256707189503","26.6704499560511","78.7037793893313","31.6732478836799","21.3057561974852","36.7205308137304","29.3976973673625","36.1322566216767","35.3706988751379","34.165547632515","20.605762808193","25.983487645215","79.0657206686218","33.413888945513","19.0279359239476","36.9453277091804","30.4111161739599","36.0108521359405","36.4468672914652","34.0170848356563","22.8752980159799","27.8080151685765","80.1005655394435","32.1931400032799","19.9649516312329","35.9213110400081","29.0252740950225","35.038202041296","35.5593585703502","34.3670164982106","21.9448461064638","25.9004073267268","78.313852690172","33.5505002622665","20.5595754715369","37.4359371540478","30.0744909218496","34.5136118853567","34.1831699983568","33.9777689163398","23.3598363585615","25.641783000595","78.5736478076038","33.0788053008578","20.8433908779688","37.3322574851071","30.5961406310245","36.0881388884778","35.8200318743071","31.8005054640536","20.3797893250704","27.0791280735727","79.2578609113424","33.1786444544958","20.0594246943476","37.2543000801219","30.6441254251611","35.7800380258763","35.0741906406328","33.2713319585002","20.9950512085136","26.5224289530258","78.6484782391859","31.8503104037058","21.1104935723507"
"14","40","35.3628328391996","35.1265170285242","33.7362455647673","22.1445345183598","25.5537911690463","77.7037787685723","33.8392718434252","19.463476467","36.8364279630971","30.1196306595801","35.2360879873409","35.9725332836252","34.8929374685381","21.469776418125","28.3830547215013","80.7029526088176","33.613160880435","18.3405567319156","35.5707889597093","29.8964094893932","35.5980969991432","35.5810278362797","34.2004427316871","21.2112065051573","28.3347862662944","78.679558878958","33.4112494210104","20.1694461418681","36.2140095246937","28.1180150889729","37.0049277460029","35.7211396378015","34.9341091023703","21.4748478882256","26.5214702812395","78.8570719170674","33.7556448452503","19.3991384894983","38.9943043206132","30.5543499316358","35.067843648365","34.3307815129369","34.1890017012451","20.9459143769979","28.0036796774086","77.6756034278064","32.7739048770598","20.0822011493805","35.866787410347","31.0409004135729","34.2793499965626","36.2102728938684","33.5476354129432","20.8861848762035","25.7561047153583","78.1790666891343","34.1617095060329","19.1713847829732","36.0284889335412","30.9639567003201","35.6705576988217","36.6117306857429","32.3610884706723","21.0601222972165","25.6716540312982","79.8785558201658","31.5844676064471"
"15","70","29.3566399192182","36.9226867471401","34.6032060088937","33.3489117542964","19.3639634492576","25.4724759397955","77.0582066857764","34.0389166685499","18.0210656086816","35.9835105541832","31.0510988641691","35.4847255557288","35.8521712298931","33.0121102096466","20.607639467688","26.1827326120182","79.9749103224787","31.1023508116834","18.3160538955447","37.2402818139715","30.5768209497267","34.5079755729343","34.9104965511065","33.6314841489382","21.063582281553","26.7157881627772","78.7836820531079","34.9820529987175","18.9009167246789","37.937603113997","31.8244400883513","36.1664100173666","35.8264381815147","34.4176920870669","21.656807746866","26.4399509441587","77.1502218371017","31.8189383512685","19.6328738018073","35.9474739883075","28.8813520796633","34.7033760471736","35.57369923797","33.2766590823148","20.5790507302649","26.2676887145974","79.0040350824211","32.6973832313372","20.065428955995","37.5042703542859","31.0438628892291","36.1372312541823","37.7126316768104","33.8988362824063","21.1061990098613","27.1488775775352","78.928831733423","33.5029795305989","20.2232168792541","36.2342262992238","29.6758168308543","36.3081032794146","34.3444044880477","33.4635206127955","20.3330656967838","26.6382171123313","79.6136994361116"
"16","70","36.5668459842547","27.6844026417695","35.7928144117922","34.1680921031408","32.7108862638804","20.3838104415029","25.1393872850188","78.3780594198936","34.6025436921887","19.8052920707981","36.7897440295953","30.7327415705776","35.8615231167318","34.6163499109021","34.7508161122596","21.0723080489275","26.6640269337381","79.3510044541675","32.165041703749","19.757307922886","37.3138968670563","28.6250083225775","35.9473791402759","35.8062217329628","35.9207567213706","22.1691781811376","27.8042612000797","78.8423809461704","31.901985562727","20.9011402426194","37.1599759996768","30.0950030029837","34.824932919314","34.9243220897136","33.1886915008947","21.3899025050642","27.5460388261443","79.5493335822509","33.0376748322827","19.0925028259873","34.5585808724146","31.1524759845853","35.4251962401902","34.2132843706609","34.3610616519004","21.4656555257712","25.44683253818","75.3048124070674","33.6450595805742","18.3395075244796","38.3108923597869","30.9784372985549","33.831682307692","34.3793229240128","33.72642315418","22.3615319343544","25.7870444808823","79.311703905965","35.4500066732764","20.2556175199805","38.1551001250285","32.454001168154","36.528917127135","33.1411006046115","34.1869099819774","20.5537618746889","26.3384596719736"
"17","50","17.9795693443198","36.2640083437369","30.6155836563181","33.6498952265992","37.6537311003237","32.8950689088734","23.5119680362977","26.2821434453488","77.7166994302079","33.9688053734813","19.6990629529762","37.815342585432","30.0226932776458","34.8881211808178","32.5528039653371","34.8049322404431","20.9827260281689","27.2875514399132","78.4394109888648","32.9635420565189","18.6257882261375","38.0401716169884","29.4589595848522","36.51256068846","35.245004616934","36.3889377012878","22.4363852088132","27.0568002590043","79.3165635522079","34.2863379922797","19.0236171293382","35.6884876302236","30.35243050672","36.6253284895753","37.6103083132859","32.0519224470441","21.8028743423841","26.7100868357445","78.7632860269377","33.2941598348259","17.6221409662662","37.3402069525258","30.0147514450571","36.7457912347112","35.1784531482108","35.3768085017879","21.2526267928257","26.2435200219244","80.8881798452195","33.580206717728","17.8769714256917","35.1770644980294","29.7211430187441","36.0653106187619","35.2566706274716","32.9783735091932","22.2469778458152","25.6998116018605","78.2361840485664","33.1882165116781","17.705272557315","37.2080340212231","30.4104071918507","36.1360622604391","35.4634201885997","34.4768290140705","20.0796170195286"
"18","150","32.8346345081644","18.7711531595326","37.2782090867587","31.0222286010264","34.9672454174802","34.8198182884895","32.2074175748876","19.1653821195554","26.1185408191413","80.5722001500892","33.1603110084939","19.5524465395981","37.6055678781304","30.7818049354451","36.3903525936481","35.3924624793771","34.1751661998156","20.9268305576817","25.1738896597588","79.0116295990748","33.5562197772584","19.7618681496905","36.8286617184331","31.587450264986","35.787130171367","34.3563566008989","33.9788970733289","21.0986198672659","26.456740404884","77.7083528037878","32.5408473019667","19.5986531585867","36.4983645108439","30.2961103413992","36.1904678517686","34.2406471299206","32.2068562354353","20.1444334357965","25.4861498209741","79.0206820165058","33.5207204303163","17.290449101187","35.4273257950811","29.4249605881505","36.1060642546525","33.444552372134","34.5308441010121","21.6453379445886","26.5492747016697","78.0346804819173","31.4548218677771","20.0158029685479","38.7818020668662","29.8850057023747","33.8031526826034","35.547091089815","32.8795630740396","21.9033243436587","27.2594042196718","80.0430004316408","33.1879661131792","20.292952400929","35.6585130061024","28.3962088053392","36.1107166513108","35.1222148884784","33.4578168555782"
"19","120","78.2913914202727","33.9821041332401","18.9997214504507","39.5651773146445","29.9153147504757","37.0196540741422","34.3885675434302","34.669195806065","22.3426672391732","27.0738926263209","76.9749031900232","33.2150889235208","19.4706886045905","36.1689755922519","29.6361760794927","34.129942777123","34.9346049272162","34.5644204448628","21.9866808549011","25.7499577982621","79.3428753663927","32.8128230986347","21.026520543649","36.6964345416596","30.17932366598","33.4411041696022","34.7590280714716","31.6951407908908","21.9276095062446","26.9270900173147","78.9672615170286","33.1181558373238","18.7045548983569","37.6367226338652","31.0162197049193","35.5197330452695","34.3968622332731","34.1871417695396","23.1150525465445","25.4993791663519","80.6931062269596","34.9514468669856","19.8339174971322","35.9591196538237","31.4064975342118","34.7320390391708","36.0186404005477","31.2869713411706","22.1170822625664","26.7774344857134","78.7347169550601","33.2432371517171","19.1764195017641","37.9131975310338","31.0744455493107","35.4011567633827","37.3083785168235","35.3120710759564","20.5062785033588","28.5058431962738","79.5253013502616","32.4183613019622","19.2008972017922","36.8278528466813","29.0695263994362","34.3540502801967","35.9409667258855"
"20","50","26.6667993457731","78.0699746887218","32.2549603723078","19.0584135927004","36.1122151454021","29.8085901531853","34.761415541818","34.3367009657878","34.5255353302505","20.8258516368568","27.104143340353","78.686058793552","32.8707445699488","18.137829428534","37.352904045003","30.2481488083303","35.7494082600136","33.788342328622","33.2397995364768","22.2972766178765","25.0070165551912","79.5923168437486","32.0040898582024","19.5159397959758","35.7613349806923","29.4249128903114","35.9434456171029","34.7944969232754","34.2982294758965","20.3342297164328","26.1673519431859","77.4667001577258","34.6144552426901","19.6218507193255","38.8984107317291","28.2315271636504","35.7838908840577","35.6789440399935","32.5896947775784","19.9935286858838","25.9892278047462","78.0673516261775","33.7207712650419","21.0707812187587","38.1784674632072","29.504274071775","36.2688869371562","33.7120305175497","34.0274136607457","22.4359620273965","25.4382456000841","78.0076453931044","34.3249773373388","18.6260829818077","36.7390347160581","30.3256370669434","35.2671475754899","33.5771039251739","35.4245172006399","19.4481016003581","25.5229621123767","79.4475117653637","33.9886004368481","19.9292164948574","38.3017691510572","29.8319070892376","37.2796884299097"
"21","80","20.4534095830644","27.8589302778636","76.9124043621893","34.4133055562022","18.3321303904847","37.2450110570438","27.8575606752164","34.553483907532","35.4044306251334","35.544370471894","21.9403080384441","25.8537115095245","80.3370409491957","32.2107874379116","18.4958479299064","36.4968338376594","31.6056716336519","36.8476919154613","35.8175142862106","34.5179700363874","20.8395608049381","26.8397267705278","76.70085024637","34.3360610670356","20.4226157194191","36.6651667033502","30.569752789784","35.8471308120685","33.7980050594068","36.2195708872251","23.8866012244487","27.0117485506224","78.2492619249138","34.7362215048464","18.5163736076204","35.8788525915703","29.9873134085049","36.3093904303336","35.042301121171","35.4185086660722","21.9210614462281","24.0791637014485","79.652682861263","32.907157798392","18.7943179295545","38.4703954388842","30.6972475935982","35.0756528741346","33.4426531559659","33.844094823376","19.4432761695571","26.75396169174","79.3317467120207","32.1675126668178","18.2443524547012","36.1789641209743","29.7795654154825","35.1310914218837","35.5132626800572","33.5312604085239","22.5550816179691","27.3271745253665","76.8707637552095","32.3470589660824","18.504590975648","36.7197792555581","30.7794411480823"
